Number,Posted by,Photo credit,Source,Season,Year,Time,Country,Province/Region,Place,Fall under,area/location,Classified area,due to fenceless border I put them under,Alive/dead,cause of death,Area,Movement,conditions,Human presence,link
501,BushTime at Mabula,M Faesen,Facebook,Winter,22/8/2013,daylight,South Africa,Limpopo,BushTime at Mabula,Mabula Private Game Reserve,,Limpopo-other,,alive,,grasses,walking,"not good, bones showing",,https://web.facebook.com/BushTimeatMabula/photos/a.546616048739151/572949379439151
502,chicabee_ida,,Instagram,Winter,5/8/2016,afternoon,South Africa,Limpopo,Mabula Private Game Reserve,,,Limpopo-other,,alive,,road,crossing the road,good,,
503,"Izintaba Private Game Reserve, Waterberg",,Facebook,Winter,15/7/2015,afternoon,South Africa,Limpopo,Izintaba Private Game Reserve,,,Limpopo-other,,alive,,grasses,walking,good,,https://web.facebook.com/izintabalodge/posts/1068506689840057
504,"Izintaba Private Game Reserve, Waterberg",,Facebook,Winter,19/8/2013,afternoon,South Africa,Limpopo,Izintaba Private Game Reserve,,,Limpopo-other,,alive,,road,crossing the road,good,,https://web.facebook.com/izintabalodge/photos/a.284709178219816/647323751958355
505,"Izintaba Private Game Reserve, Waterberg",,Facebook,Winter,21/6/2015,afternoon,South Africa,Limpopo,Izintaba Private Game Reserve,,,Limpopo-other,,alive,,grasses,walking,good,,https://web.facebook.com/izintabalodge/posts/1055951077762285
506,Pidwa Wilderness Reserve,camera trap,Facebook,Autumn,11/3/2014,evening,South Africa,Limpopo,Pidwa Wilderness Reserve,,,Limpopo-other,,alive,,grasses,walking,good,,https://web.facebook.com/Pidwa.Wilderness.Reserve/photos/826602400702787
507,Alldays Wildlife and Communities Research Centre,camera trap,Facebook,Autumn,9/5/2019,evening,South Africa,Limpopo,Alldays Wildlife and Communities Research Centre,,,Limpopo-other,,alive,,waterhole,drinking water,good,,https://web.facebook.com/AlldaysWildlifeandCommunitiesResearchCentre/videos/440456226526049
508,danieavdberg,Danie van den Berg,Instagram,Summer,9/2/2018,morning,South Africa,Limpopo,Bonwa Phala Game Lodge,,,Limpopo-other,,alive,,road,crossing the road,good,,https://www.instagram.com/p/Be9tb0XAlIq/
509,barefootsafaris,,Instagram,Spring,18/10/2017,evening,South Africa,Limpopo,African Barefoot Safaris,,,Limpopo-other,,alive,,grasses,walking,good,,
510,Primate and Predator Project,camera trap,Facebook,Autumn,16/3/2016,evening,South Africa,Limpopo,Soutpansberg Mountains,,,Limpopo-other,,alive,,ground surface,paused,good,,https://web.facebook.com/PrimateandPredat0rProject/photos/a.169075613169566/982538578489928
511,Primate and Predator Project,camera trap,Facebook,Spring,15/11/2019,evening,South Africa,Limpopo,Soutpansberg Mountains,,,Limpopo-other,,alive,,grasses,walking,good,,https://web.facebook.com/PrimateandPredat0rProject/photos/a.169075613169566/2568160469927723
512,GVI South Africa Limpopo,,Facebook,Winter,5/7/2016,evening,South Africa,Limpopo,,,,Limpopo-other,,alive,,grasses,walking,good,,https://web.facebook.com/GVISouthAfricaLimpopo/photos/pcb.588507197976789/588506854643490
513,GVI South Africa Limpopo,,Facebook,Winter,14/8/2015,evening,South Africa,Limpopo,,,,Limpopo-other,,alive,,grasses,walking,good,,https://web.facebook.com/GVISouthAfricaLimpopo/videos/470512253109618
514,GVI South Africa Limpopo,Carlota,Facebook,Winter,10/7/2014,afternoon,South Africa,Limpopo,,,,Limpopo-other,,alive,,grasses,walking,good,,https://web.facebook.com/GVISouthAfricaLimpopo/photos/pcb.307919002702278/307916982702480/
515,GVI South Africa Limpopo,,Facebook,Winter,19/7/2014,afternoon,South Africa,Limpopo,,,,Limpopo-other,,dead,leopard,,,,,
516,GVI South Africa Limpopo,,Facebook,Winter,27/6/2013,daylight,South Africa,Limpopo,,,,Limpopo-other,,dead,leopard,,,,,
517,Andrew Scholtz,Andrew Scholtz,Facebook,Winter,16/7/2013,evening,South Africa,Limpopo,,,,Limpopo-other,,alive,,road,walking,good,,https://web.facebook.com/andrew.scholtz.18/posts/567450219963145
518,Jacques Coetzee,,Facebook,Autumn,23/3/2013,evening,South Africa,Limpopo,,,,Limpopo-other,,dead,lion,,,,,https://www.facebook.com/photo.php?fbid=306529696142788&set=pb.100003572796253.-2207520000.1535018845.&type=3&theater
519,mankwereserve,camera trap,Instagram,Autumn,7/3/2019,evening,South Africa,North West,Mankwe Wildlife Reserve,,,Limpopo-other,,alive,,grasses,walking,good,,https://www.instagram.com/p/B3HOuB1AVOe/
520,Niall Walkden,camera trap,Facebook,Winter,4/7/2013,evening,South Africa,North West,Mankwe Wildlife Reserve,,,Limpopo-other,,alive,,ground surface,walking,good,,https://web.facebook.com/photo/?fbid=10153051358845251&set=basw.AbrgYcPzd09JOhdIjUAlCSl0JmnUL0XQa2h-6ZLUPeSn-vJ6sZljTVV86_6cy6uTO6KjndrUQ2NMA_0pnUC8lDBCU8uR4qc5KQiyJTgk8BpkhXR4pX_9KSXA7bB9OBCU7g4fmeMcI9nlJ6HZhO0H0zgr8s-GXsfSuoWx17pZVA-Pag&opaqueCursor=AbqOLhSvrzsTO0bS2j98ofdB-HqqXUobiaG6PmbN1a5AW_S_LoqbajYyTRqmepJzNknFXteXOrMJ8lvnbH40Xb7Y1eRbcxbiyi6TsuRdJGCijYDz82NQR9mNBGYJtFMpruSmj-ubtSIHxXBJtafJmFpKQrUEtnF5or_Je1vS1DUy3DCW7QSHc7NYITn3lZkhko6Pjo-F9AyQMDxRfm6V3zlakCwmrTxrRCwTHzK4lgSnu0ia8cc0WBfEDKkhm5ydcsetjabo7buLfgibIc1zHqPTZ8vQiUnCsqZwab9gwi_Jw7IaAdCZKYvXpmfkYQXKmu8pYl1Hd1heXml2mhAfC6QOo2UUJTaLFh56ppEq-0rGBNWKn9KqIXjCPqnNJxOZrGJ38PVJDLNcoVbGl1GuXvZsP2DhvunY05iUaZffgQnfpxcX1eTJbAp7avn3wgpK97yl2mTwg-ULg2Ea7f5F6OXYJCOT1TX7A1-RTQTLfwH4stBazfN-nK0pTTY9SEmqId8u9wWGMCMqEqiFdyFBZrCdLzOHb5V7bao3HtS9dfT8mYiLFfiEzrDU1C4P4nCQe5aPxGl5vf01gDnJWQTTccSqDWrZFeIq-g_JGC4s98jwKVVpREmUj1cfeENtpR602nIvNH4YH-I_bEHZC_GCxHS0IInJ-HBH2SCmWLglOcO-SayN0m6GeoqL18Uu57bnSQOhPBc5pSAS1H491znX5F8S6qPDbnUMQFIQaMuepEWyO0UezGZrKb5EuHdZDQhIe3ckcvH_raVatWXh7tcy8a1EnCWqs1oU-VFXIlSdPcfjoBwRPhuu1lwW-tfBYzWSIC8LxtKvjntKFDGr3gc5WQHGIb1HWXtL1XGR1YH96UqZKhTS7QvO5uXHiUMhLnB7CleRQulx_NwuGGBnOEcJ3MS_VG4Vyj6XcNfxO52AUzuTzA
521,Mankwe Wilkdlife Reserve,camera trap,Facebook,Spring,1/10/2017,evening,South Africa,North West,Mankwe Wildlife Reserve,,,Limpopo-other,,alive,,burrow,walking,good,,https://web.facebook.com/1277228825720856/videos/1300107393432999
522,"Jacis Lodges, Madikwe Game Reserve, South Africa",Owen Newman,Facebook,Winter,31/7/2013,evening,South Africa,North West,Madikwe Game Reserve,,,North West,,alive,,grasses,walking,good,,https://web.facebook.com/JacisLodges/photos/a.159430807434180/579586128751977
523,Purple Rain Game Breeding,camera trap,Facebook,Summer,11/12/2016,evening,South Africa,North West,Purple Rain Game Breeding,Madikwe Game Reserve,,North West,,alive,,grasses,walking,good,,https://web.facebook.com/purpleraingamebreeding/photos/a.1724568717770997/1904160266478507
524,Mateya Safari Lodge,camera trap,Facebook,Spring,8/9/2011,evening,South Africa,North West,Mateya Safari Lodge,Madikwe Game Reserve,,North West,,alive,,grasses,walking,good,,https://web.facebook.com/mateyasafari/photos/a.218222781564958/218224144898155
525,Mateya Safari Lodge,Francois Van Heerden,Facebook,Winter,13/8/2013,evening,South Africa,North West,Mateya Safari Lodge,Madikwe Game Reserve,,North West,,alive,,burrow,paused,good,,https://web.facebook.com/mateyasafari/photos/a.178534598867110/528143597239540
526,Mateya Safari Lodge,camera trap,Facebook,Autumn,29/4/2011,evening,South Africa,North West,Mateya Safari Lodge,Madikwe Game Reserve,,North West,,alive,,grasses,walking,good,,https://web.facebook.com/mateyasafari/photos/a.170917662962137/170919436295293
527,Mateya Safari Lodge,camera trap,Facebook,Summer,7/1/2012,evening,South Africa,North West,Mateya Safari Lodge,Madikwe Game Reserve,,North West,,alive,,grasses,walking,good,,https://web.facebook.com/mateyasafari/photos/a.170917662962137/275579165829319
528,Mateya Safari Lodge,camera trap,Facebook,Autumn,23/3/2014,evening,South Africa,North West,Mateya Safari Lodge,Madikwe Game Reserve,,North West,,alive,,ground surface,walking,good,,https://web.facebook.com/mateyasafari/photos/a.178534598867110/633674590019773
529,Mateya Safari Lodge,camera trap,Facebook,Summer,7/2/2014,evening,South Africa,North West,Mateya Safari Lodge,Madikwe Game Reserve,,North West,,alive,,grasses,walking,good,,https://www.mateyasafari.com/wp-content/uploads/2015/07/29Jan-14Feb-14-29.jpg
530,Madikwe Safaris,,Facebook,Summer,21/1/2015,daylight,South Africa,North West,Thakadu River Camp,Madikwe Game Reserve,,North West,,alive,,grasses,walking,good,,https://web.facebook.com/madikwesafaris/posts/835599149836565
531,Morukuru Family Madikwe,Anthony Saccone,Facebook,Winter,29/7/2013,evening,South Africa,North West,Madikwe Game Reserve,,,North West,,alive,,grasses,walking,good,,https://web.facebook.com/MorukuruFamily/photos/a.307851279271494/554637554592864
532,Morukuru Family Madikwe,camera trap,Facebook,Winter,4/7/2012,evening,South Africa,North West,Madikwe Game Reserve,,,North West,,alive,,grasses,walking,good,,https://web.facebook.com/MorukuruFamily/videos/391462970910324
533,savannahsafaris,,Instagram,Spring,16/9/2019,daylight,South Africa,North West,Pilanesberg National Park,,,North West,,alive,,grasses,walking and two starlings close to it,good,,https://www.instagram.com/p/Bz-AjWFgR-0/
534,latest Sightings-Pilanesburg,Tarryn Rae,Facebook,Autumn,5/5/2017,evening,South Africa,North West,Pilanesberg National Park,,,North West,,alive,,grasses,running away,good,,https://www.facebook.com/LatestSightingsPilanesberg/videos/1439554982772708
535,wildlife_act,,Instagram,Autumn,5/4/2015,evening,South Africa,KwaZulu-Natal,Somkhanda Game Reserve,,,KwaZulu-Natal,,alive,,grasses,walking,good,,https://www.instagram.com/p/1E7tbCIXGl/
536,dylanubhejane,Dylan,Instagram,Summer,8/12/2019,evening,South Africa,KwaZulu-Natal,Kuleni Game Park,Hluhluwe Game Reserve,,KwaZulu-Natal,,alive,,grasses,walking,good,,https://www.instagram.com/p/B5zKobSggF9/
537,conservation_craig,Craig,Instagram,Summer,30/12/2019,evening,South Africa,KwaZulu-Natal,Phinda Private Game Reserve,,,KwaZulu-Natal,,alive,,road,walking,good,,https://www.instagram.com/p/B6r5TGCpQPk/
538,Phinda Private Game Reserve,Lauren Neethling,Facebook,Winter,25/7/2014,evening,South Africa,KwaZulu-Natal,Phinda Private Game Reserve,,,KwaZulu-Natal,,alive,,road,crossing the road,good,,https://web.facebook.com/353757147979401/photos/a.356047204417062/774354109253034
539,Phinda Private Game Reserve,Paolo Slaviero,Facebook,Autumn,29/4/2013,evening,South Africa,KwaZulu-Natal,Phinda Private Game Reserve,,,KwaZulu-Natal,,alive,,road,digging and feeding,good,,https://web.facebook.com/353757147979401/photos/a.356047204417062/560902547264859
540,Phinda Private Game Reserve,camera trap,Facebook,Autumn,6/5/2014,evening,South Africa,KwaZulu-Natal,Phinda Private Game Reserve,,,KwaZulu-Natal,,alive,,grasses,walking,good,,https://web.facebook.com/353757147979401/photos/a.607901145898332/743709195650859
541,daryldellsafaris,Daryl Dell,Instagram,Spring,2/9/2015,evening,South Africa,KwaZulu-Natal,Phinda Private Game Reserve,,,KwaZulu-Natal,,alive,,grasses,walking,good,,https://www.instagram.com/p/7IwRH7lGUQ/
542,bwmphoto,Brian Matthews,Instagram,Autumn,4/4/2018,evening,South Africa,KwaZulu-Natal,Phinda Private Game Reserve,,,KwaZulu-Natal,,alive,,ground surface,walking,good,,https://www.instagram.com/p/BhKOwahA9Ow/
543,Ndaka Safari Lodge,DG,Facebook,Winter,12/8/2015,evening,South Africa,KwaZulu-Natal,Ndaka Safari Lodge,Nambiti Private Game Reserve,,KwaZulu-Natal,,alive,,grasses,digging ,good,,https://web.facebook.com/Ndakasafarilodge/photos/a.421089858018625/717607565033518/
544,Live4now,camera trap,Facebook,Summer,21/1/2016,evening,South Africa,KwaZulu-Natal,Hluhluwe Game Reserve,Hluhluwe Game Reserve,,KwaZulu-Natal,,alive,,waterhole,drinking water,good,,https://web.facebook.com/333645500031099/photos/pb.100054555155182.-2207520000../1021735181222124/?type=3
545,wildvolunteers,camera trap,Instagram,Winter,18/6/2017,evening,South Africa,KwaZulu-Natal,Umkhumbi Lodge,Hluhluwe Game Reserve,,KwaZulu-Natal,,alive,,grasses,walking,good,,https://www.instagram.com/p/BWdP26wgTcL/
546,Sayialel Jackson,Sayialel Jackson,Facebook,Autumn,15/3/2015,daylight,South Africa,KwaZulu-Natal,Rhino ridge,,,KwaZulu-Natal,,dead,leopard,,,,,
547,Thanda Safari,camera trap,Facebook,Winter,6/7/2016,evening,South Africa,KwaZulu-Natal,Thanda Safari Lodge,,,KwaZulu-Natal,,alive,,grasses,walking,good,,https://web.facebook.com/thandasafari/photos/pcb.10153804626081483/10153804624891483/
548,Christian Sperka Photography,camera trap,Facebook,Spring,18/10/2014,evening,South Africa,KwaZulu-Natal,Thanda Safari Lodge,,,KwaZulu-Natal,,alive,,grasses,walking,good,,https://web.facebook.com/christiansperkaphotography/photos/a.172659006104497/741160452587680
549,White Elephant Safaris,Heike Zitzer,Facebook,Spring,26/9/2018,evening,South Africa,KwaZulu-Natal,White Elephant Safari Lodge,Pongolo Game Reserve,,KwaZulu-Natal,,alive,,grasses,walking,good,,https://web.facebook.com/WhiteElephantSafaris/photos/a.135329393189530/1841670942555358/
550,UmPhafa Private Nature Reserve,camera trap,Facebook,Winter,12/7/2013,evening,South Africa,KwaZulu-Natal,UmPhafa Private Nature Reserve,,,KwaZulu-Natal,,alive,,road,crossing the road,good,,https://web.facebook.com/UmPhafaReserve/photos/a.371691299522274/622749281083140
551,UmPhafa Private Nature Reserve,,Facebook,Summer,16/1/2015,evening,South Africa,KwaZulu-Natal,UmPhafa Private Nature Reserve,,,KwaZulu-Natal,,alive,,ground surface,paused,good,,https://web.facebook.com/UmPhafaReserve/photos/a.371691299522274/908705582487507
552,UmPhafa Private Nature Reserve,camera trap,Facebook,Summer,15/12/2014,evening,South Africa,KwaZulu-Natal,UmPhafa Private Nature Reserve,,,KwaZulu-Natal,,alive,,road,crossing the road,good,,https://web.facebook.com/UmPhafaReserve/photos/a.371691299522274/894188290605903
553,UmPhafa Private Nature Reserve,camera trap,Facebook,Summer,20/2/2015,evening,South Africa,KwaZulu-Natal,UmPhafa Private Nature Reserve,,,KwaZulu-Natal,,alive,,road,crossing the road,good,,https://web.facebook.com/UmPhafaReserve/photos/pcb.927764883914910/927764197248312
554,UmPhafa Private Nature Reserve,camera trap,Facebook,Spring,8/11/2014,evening,South Africa,KwaZulu-Natal,UmPhafa Private Nature Reserve,,,KwaZulu-Natal,,alive,,grasses,walking,good,,https://web.facebook.com/UmPhafaReserve/photos/pcb.872860226072043/872859786072087/
555,UmPhafa Private Nature Reserve,camera trap,Facebook,Winter,9/7/2017,evening,South Africa,KwaZulu-Natal,UmPhafa Private Nature Reserve,,,KwaZulu-Natal,,alive,,grasses,walking,good,,https://web.facebook.com/UmPhafaReserve/photos/pcb.1613270498697675/1613267538697971
556,UmPhafa Private Nature Reserve,,Facebook,Winter,16/8/2019,daylight,South Africa,KwaZulu-Natal,UmPhafa Private Nature Reserve,,,KwaZulu-Natal,,alive,,grasses,walking,good,,https://web.facebook.com/UmPhafaReserve/photos/pcb.2652210354803679/2652201644804550
557,WESSA KwaZulu-Natal Region,camera trap,Facebook,Winter,8/8/2017,evening,South Africa,KwaZulu-Natal,Umkomaas Valley,,,KwaZulu-Natal,,alive,,grasses,walking,good,,https://web.facebook.com/WESSAKZN/photos/pcb.261744844330081/261744814330084/
558,Rhino River Lodge,Corne,Facebook,Summer,21/1/2014,afternoon,South Africa,KwaZulu-Natal,Rhino River Lodge,Manyoni Private Game Reserve,,KwaZulu-Natal,,alive,,grasses,walking,good,,https://web.facebook.com/rhinoriverlodge/photos/a.201730223186071/809928919032862/
559,Mpeti,,Facebook,Spring,24/10/2017,evening,South Africa,KwaZulu-Natal,Mpeti Lodge,Jozini Dam Luxury Bush Lodge,,KwaZulu-Natal,,alive,,ground surface,walking,good,,https://web.facebook.com/mpetisafaris/photos/a.217434225363202/368247630281860/
560,Wildlife in my Garden,Madia Dames van Zyl,Facebook,Winter,26/6/2019,afternoon,South Africa,Free State,Frankfort,,,Free State,,alive,,grasses,walking,good,,https://www.facebook.com/photo/?fbid=10219451813227278&set=pcb.3104166839601416
561,Roelof Van Der Merwe,camera trap,Facebook,Autumn,13/4/2015,evening,South Africa,Free State,,,,Free State,,alive,,ground surface,walking,good,,https://web.facebook.com/photo/?fbid=10153936029323109&set=basw.AboliZFnkYWYwaOUwH9hDDitSLcixfkeWSvNNI7n2fKdsDCE3MqrlvwlfMVAStGT06HVkvs-SYBPU5BT4USLFZRz3FbIHu60lJ48Iha9tHzo2C0zXEbaYin6jwoG6ql3wmcce0CLfHnn1ud5jSiKHm5lvpq6GrkIHHzJ7dMxG7MkSg&opaqueCursor=Abq_uGYjNrN0dUDBUX04eqDkN4SzYc02uzhomPdv6muvG_cOrKC2zhjBAdDyq0tyiQC1G9G5MkCzGK9jFidWNdWe17P5sRcCw8vfGvyPrvMI6BjG0FZ3N5C3gIrG7DQn5cSMj8lQnpdYJ8xDUbEUYiSUMAwvvDVXi9rWS0f8bs61qbCIEhvr_XZH6xQ8-6Q3puxOyKrn2BDArUgxlVxtpKPIt6X5EhVvNHg_Jc6gPCpFkXqREiU6DxIfsS9PVFEwNStldVuT899cxOt9rnLnBpZqjrPGDqWwnO_YELXiBr1d1Wg-sS8be1Mu6NPE0gn1WmZuGrBgGqFWb0y8p-baWYhaFeYKx4Jg3jMWCPqy_KgpGJ-o3mdYPOIMG_I80431Ifgo5V5ObNiukqXz3NYDjLdgRSd6o0wF4dG1diEZ2PeEnf7JiA69O1U3xENgUrw5Dp4dGNEelvXIVV4poI7LXVEY-LMXp9WcZ0Ljgr3iUzeKchqTkwuLheDYdoi1DG4qnDlcFtTisWkw-BC9gaeAwmfiNFtz9s3O5HkOb2vGOFMw0Uxtgec5kghep624mvbhhvG0TKWO2f_Dpfb_mAOC-Nr8rO3_MeaFCX9weIULbz_SHnbUYBzTvGiBx3YVG_lqDRIPHO9RcKM2NCRwiu79T197F7yAB5B3f7ZI2ondsHmRAR-DSTrM6551Gm16LokyTevTp10bT8_6nMJzJ5RrPHvRaObdVzfltKWlix1R751akT_4496DJIOU-_Tm7sat2cmmAaX7XtLHqAT6qXWXkywLM-5caLnwEELsjq9rKq9bvYOZj0KVmRv6nOjgsARZJnJQHDKF5vUcR0evRUdIasPJjf9z7AiZY0ZQtwGfESUecJvQLZaNIMSa6XWoIXG8_gDcXdTSmGRb_d8uPD6MVU1ke1AHF85zIZtdxLtcJ8NDUONCsHy_uzQfvnRQHdqTNdvCwBmPZ771ltqRE2uLCA3RMjnY6Q96xZRznWhXFZEt9vtggw2YHOQksPR_DY-sU_X_dqbcDLeU98IpfsYk1pAhp4mWYwHT-9CM3hmRu5_g5LmBtgg8uCLUUModKX1_Q7d5QTcqiCCgDyaNPYpj5RfAqMqTkRgslQxJBDv14FeWUw-I0RAVoKoTIYm75eSLxoGgMuWU9sjKfUJo5f5Bun_8vLWS3IVFHKGXDlBkExtPx6N5f59zkqq59Fnu9rIAqUlmZ1f4UkjBHg4cfhCTBPulSL0e6hpmX20iGE1oe_DHEEnPPKwh-l0I5t9H9h0nJ2dvEWNuB5XqOFqu5DZLioJg
562,quintinnaude,,Instagram,Winter,3/8/2017,evening,South Africa,Free State,Dealsville,,,Free State,,alive,,grasses,walking,good,,
563,handreluus,,Instagram,Winter,24/8/2016,evening,South Africa,Free State,Tromsburg,,,Free State,,alive,,grasses,walking,good,,https://www.instagram.com/p/BJgOiPOh7Xl/
564,Tamboti Bush Lodge,Derrick Cochran,Facebook,Summer,24/12/2014,evening,South Africa,Gauteng,Dinokeng Game Reserve,,,Gauteng,,alive,,grasses,walking,good,,https://web.facebook.com/TambotiBushLodge/photos/a.168359043328364/398449763652623/
565,Dinokeng Game Reseve,Brian Hutton,Facebook,Autumn,19/3/2015,evening,South Africa,Gauteng,Dinokeng Game Reserve,,,Gauteng,,alive,,grasses,walking,good,,https://web.facebook.com/DinokengReserve/photos/pcb.878544585521380/878543892188116/
566,Ikhaya LamaDube Lodge,camera trap,Facebook,Winter,20/8/2012,evening,South Africa,Gauteng,Dinokeng Game Reserve,,,Gauteng,,alive,,ground surface,walking out of the burrrow,good,,https://web.facebook.com/ikhayalamadube/photos/a.10150982597651114/10150982598261114/
567,Dinokeng Game Reseve,camera trap,Facebook,Winter,14/7/2016,evening,South Africa,Gauteng,Dinokeng Game Reserve,,,Gauteng,,alive,,grasses,walking,good,,https://web.facebook.com/DinokengReserve/photos/1154198774622625
568,Dinokeng Game Reseve,camera trap,Facebook,Winter,7/7/2015,evening,South Africa,Gauteng,Dinokeng Game Reserve,,,Gauteng,,alive,,road,crossing the road,good,,
569,Andre Meintjes,Andre Meintjes,Facebook,Autumn,30/5/2017,afternoon,South Africa,Gauteng,Dinokeng Game Reserve,,,Gauteng,,alive,,grasses,walking,good,,https://web.facebook.com/photo?fbid=10212661912560007&set=pcb.470781623259182
570,tasha_banhidy,,Instagram,Winter,25/6/2017,evening,South Africa,Gauteng,Dinokeng Game Reserve,,,Gauteng,,alive,,road,walking,good,,
571,johnxsafaris,,Instagram,Summer,21/1/2017,evening,South Africa,Gauteng,Wood lands Game Reserve,,,Gauteng,,alive,,waterhole,drinking water,good,,
572,kalaharirangers,,Instagram,Spring,29/10/2019,afternoon,Botswana,,McCarthys Rest (Botswana Border Post),,,,,alive,,grasses,walking,not bad,,https://www.instagram.com/p/B4N4w7QBT_s/
573,Rebecca Dannock,Rebecca Dannock,Facebook,Spring,29/10/2019,evening,Botswana,,Kgalagadi Transfrontier Park,,,,,alive,,grasses,walking,good,,https://www.facebook.com/photo.php?fbid=10156534011773199&set=pb.525998198.-2207520000..&type=3
574,Inger Vandyke FRGS-Expedition Leader,Inger Van Dyke,Facebook,Winter,29/8/2019,afternoon,Botswana,,Kgalagadi Transfrontier Park,,,,,alive,,grasses,paused and sniffing in the air,good,,https://www.facebook.com/ingervandyke.photojournalist.expeditionleader/photos/10157442734843374
575,Gerda Zandstra,Gerda Zandstra,Facebook,Summer,12/2/2012,morning,Botswana,,Kgalagadi Transfrontier Park,,,,,alive,,grasses,walking,good,,https://www.facebook.com/photo.php?fbid=268468286558591&set=pb.100001862655759.-2207520000..&type=3
576,naturalselectiontravel,Niels van Gijn,Instagram,Winter,2/6/2019,evening,Botswana,,Makgadikgadi Pans,,,,,alive,,grasses,foraging,good,,https://www.instagram.com/p/ByMsIuaHJoN/
577,gregahartman,Greg Hartman,Instagram,Autumn,17/5/2016,evening,Botswana,,sancamp (Mokgadikgadi pans national park),,,,,alive,,grasses,walking,good,,https://www.instagram.com/p/BFhFxrem_rT/
578,gregahartman,Greg Hartman,Instagram,Spring,10/11/2018,evening,Botswana,,jacks camp (Mokgadikgadi pans national park),,,,,alive,,grasses,walking,good,,https://www.instagram.com/p/Bp_TB__hnJm/
579,Chris Bray Photography,Chris Bray,Facebook,Autumn,30/5/2018,evening,Botswana,,Mokgadikgadi Pans,,,,,alive,,grasses,walking,good,,https://www.facebook.com/chrisbrayphotography/photos/10160541597105015
580,mlorentz23,,Instagram,Spring,14/10/2016,evening,Botswana,,sancamp (Mokgadikgadi pans national park),,,,,alive,,grasses,walking,good,,
581,Wilderness Safaris,,Facebook,Spring,4/9/2014,afternoon,Botswana,,DumaTau,,,,,dead,leopard,,,,,https://web.facebook.com/WeAreWilderness/photos/pcb.1526986287361681/1526983980695245/
582,Burrard-Lucas Photography,Burrard,Facebook,Winter,16/6/2014,evening,Botswana,,Mokgadikgadi Pans,,,,,alive,,grasses,walking,good,,https://web.facebook.com/132981872697/photos/a.221951467697/10152473475642698
583,"Lawson's Birding, Wildlife and Custom Safaris.",,Facebook,Summer,1/12/2015,daylight,Botswana,,Mashatu Game Reserve,,,,,dead,leopard,,,,,
584,Vic Hanna,Vic Hanna,Facebook,Winter,12/8/2016,evening,Botswana,,,,Near Tlokweng,,,alive,,ground surface,walking close to fenceline,good,,
585,Feline Fields The Lodge,camera trap,Facebook,Summer,24/2/2018,evening,Botswana,,,,,,,alive,,grasses,walking,good,,https://web.facebook.com/TheLodgeatFelineFields/photos/1709881795771202
586,Feline Fields The Lodge,camera trap,Facebook,Autumn,11/4/2016,evening,Botswana,,,,,,,alive,,grasses,walking,good,,https://web.facebook.com/TheLodgeatFelineFields/photos/1032596600166395
587,Masson Safaris,camera trap,Facebook,Autumn,6/3/2016,evening,Botswana,,,,,,,alive,,waterhole,drinking water,good,,https://web.facebook.com/MassonSafaris/photos/247532908986852
588,Wilderness Safaris,Dana Allen,Facebook,Winter,12/7/2019,daylight,Botswana,,Wilderness Safaris Mombo Camp,Okavango Delta,,,,alive,,grasses,walking,good,,https://web.facebook.com/WeAreWilderness/photos/pcb.2419346211459013/2419343664792601/
589,Wilderness Safaris,,Facebook,Spring,4/9/2017,daylight,Botswana,,Linyanti,,,,,dead,leopard,,,,,https://www.facebook.com/Wilderness.friends/photos/pcb.1526986287361681/1526983980695245/?type=3&theater
590,xarolodge,,Instagram,Winter,6/8/2018,evening,Botswana,,Xaro Lodge,Okavango Delta,,,,alive,,grasses,walking,good,,https://www.instagram.com/p/BmIE-Aljo3O/
591,rontgen_za,Heinrich Rontgen,Instagram,Winter,23/6/2018,daylight,Botswana,,Makgadikgadi Pans,,,,,alive,,grasses,walking,good,,https://www.instagram.com/p/BkWmIeVHeKI/
592,susanwahlen,Susan Wahlen,Instagram,Spring,28/10/2017,evening,Botswana,,Makgadikgadi Pans,,,,,alive,,grasses,walking,good,,https://www.instagram.com/p/BayZVVHDaqZ/
593,dmytrocherkasov,,Instagram,Spring,9/9/2014,afternoon,Botswana,,Makgadikgadi Pans,,,,,alive,,grasses,walking,good,,
594,Sister Hippo Safaris Inc.,,Facebook,Autumn,10/5/2017,daylight,Botswana,,Selinda Camp,,,,,dead,leopard,,,,,https://www.facebook.com/search/top/?q=Sister%20Hippo%20Safaris%20Inc.%20aardvark
595,wild.namibia.photography,Andrea Severin,Instagram,Winter,31/7/2017,daylight,Namibia,,Kalahari Anib Lodge,,,,,alive,,burrow,paused,good,,https://www.instagram.com/p/BXN4F4Kl3Ud/
596,steffu_onkoshi,Stefan Onkoshi,Instagram,Summer,4/12/2017,daylight,Namibia,,Zambesi National Park,,,,,alive,,grasses,walking,good,,https://www.instagram.com/p/BcRHjNvFIjy/
597,Anja Grobel Photography,Anja Grobel,Facebook,Spring,16/10/2016,afternoon,Namibia,,Erindi Elephant Camp,,,,,alive,,grasses,walking,good,,https://www.facebook.com/anjagrobelphotography/photos/o.240201502804139/1310007705678158
598,Pack Safaris,camera trap,Facebook,Spring,9/9/2013,daylight,Namibia,,Etosha National Park,,,,,alive,,waterhole,waterhole,good,,https://web.facebook.com/packsafari/photos/322244017921111
599,roccot1968,Rocco Talia,Instagram,Winter,12/7/2016,daylight,Namibia,,Okonjima Bush Camp,,,,,alive,,grasses,walking,good,,https://www.instagram.com/p/BHwREtxh1xa/
